id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_type,work_manage,family_income,family_status,car,marital
210,5,1.0,4,2,1,1,1,4.0,30000.0,1,4,5,5,4,2,2,1,4,5,1,9.0,2.0,2.0,-1.0,1,1,3
211,4,,4,1,1,1,1,12.0,60000.0,4,4,4,4,5,3,3,1,2,6,1,3.0,1.0,2.0,100000.0,3,2,3
212,-1,,4,2,1,1,1,4.0,0.0,1,3,5,4,5,-1,-1,-1,-1,3,6,,,,50000.0,2,2,3
213,5,,4,1,1,0,5,12.0,50000.0,2,5,5,5,8,5,2,4,2,6,1,3.0,2.0,2.0,150000.0,5,2,1
214,4,,4,1,1,1,1,10.0,100000.0,1,5,5,4,2,3,3,3,2,5,1,3.0,1.0,2.0,200000.0,2,1,3
215,4,1.0,4,1,1,1,1,6.0,40000.0,1,3,5,4,4,3,4,4,1,3,1,3.0,1.0,2.0,42000.0,1,2,3
216,4,1.0,4,1,1,1,1,13.0,200000.0,4,3,5,4,2,2,4,4,3,6,1,3.0,1.0,2.0,250000.0,3,1,3
217,4,,4,1,1,1,1,4.0,0.0,1,3,4,4,5,1,3,2,3,3,1,3.0,1.0,3.0,90000.0,3,2,1
218,4,,4,2,1,1,1,3.0,24000.0,4,5,5,4,5,1,3,1,2,3,4,,,,24000.0,3,2,7
219,1,,4,1,1,1,1,10.0,80000.0,1,5,5,5,4,2,3,2,1,3,1,3.0,1.0,2.0,180000.0,3,1,1
220,5,,4,2,1,1,1,3.0,48000.0,1,3,3,5,5,1,4,2,4,3,5,,,,120000.0,2,2,3
221,4,,4,1,1,1,1,11.0,150000.0,4,3,4,4,2,3,2,3,3,3,1,9.0,1.0,2.0,200000.0,3,1,3
222,1,2.0,4,2,1,1,1,4.0,60000.0,1,2,1,1,1,2,4,3,2,1,1,5.0,1.0,4.0,60000.0,3,2,6
223,4,2.0,4,2,1,1,1,4.0,36000.0,1,2,3,2,4,1,4,1,1,2,1,3.0,1.0,3.0,70000.0,2,2,3
224,5,1.0,4,2,1,1,1,9.0,45000.0,2,3,5,5,2,2,3,2,3,3,1,3.0,1.0,3.0,100000.0,1,2,3
225,4,,4,2,1,1,1,4.0,36000.0,1,2,2,4,5,1,5,1,4,5,5,,,,78000.0,1,2,2
226,5,,4,2,1,1,1,3.0,2000.0,1,2,5,5,1,5,5,1,3,3,4,,,,700000.0,1,1,7
227,4,,4,2,3,1,1,10.0,80400.0,4,4,4,5,5,2,4,4,4,5,5,,,,120000.0,3,2,3
228,4,,4,2,1,1,1,3.0,0.0,1,3,3,3,1,4,5,1,3,2,3,,,,15000.0,1,2,3
229,3,1.0,4,1,1,1,1,5.0,67000.0,1,3,5,5,2,3,3,1,2,6,1,3.0,1.0,3.0,67000.0,3,1,1
230,2,2.0,4,2,1,1,1,4.0,13000.0,1,3,3,4,2,2,3,2,2,5,5,,,,16000.0,1,2,3
231,5,1.0,4,2,1,1,1,10.0,90000.0,1,3,4,3,1,2,4,3,3,5,1,3.0,1.0,3.0,200000.0,3,1,2
232,2,,4,2,1,1,1,1.0,38400.0,1,3,1,5,5,1,5,1,2,3,5,,,,88800.0,2,2,3
233,4,,4,1,1,1,2,12.0,-1.0,2,3,4,4,5,3,3,3,2,5,6,,,,-1.0,3,1,1
234,4,,4,1,1,1,1,4.0,36000.0,4,1,3,4,4,2,4,1,4,5,5,,,,72000.0,3,2,3
235,4,,4,1,1,1,1,6.0,60000.0,1,3,4,4,2,2,3,3,1,6,1,2.0,1.0,4.0,60000.0,2,1,4
236,4,1.0,4,2,1,1,1,7.0,37000.0,4,1,2,3,5,2,5,3,3,3,5,,,,50000.0,3,2,3
237,4,1.0,4,2,1,1,1,13.0,90000.0,4,4,4,5,2,3,4,4,2,6,1,3.0,1.0,3.0,450000.0,4,1,1
238,4,1.0,4,2,2,1,1,11.0,150000.0,1,2,5,4,2,4,4,3,3,2,5,,,,200000.0,3,1,3
239,4,,4,1,1,1,1,4.0,45000.0,1,3,4,4,2,1,5,2,3,5,5,,,,120000.0,3,1,7
240,5,,4,1,1,1,1,5.0,100000.0,1,5,5,5,5,2,3,2,4,6,1,3.0,1.0,3.0,120000.0,3,2,1
241,4,,4,1,1,1,1,12.0,200000.0,1,4,5,5,5,3,3,3,2,5,1,3.0,1.0,2.0,350000.0,3,2,3
242,4,1.0,4,2,1,1,1,12.0,100000.0,4,3,5,5,5,3,4,4,2,6,1,3.0,1.0,2.0,100000.0,3,1,3
243,4,,4,2,1,1,1,10.0,45000.0,4,2,2,3,2,2,4,3,4,5,5,,,,900000.0,3,2,3
244,4,,4,2,1,1,1,11.0,100000.0,1,4,5,4,4,3,4,3,3,2,1,3.0,1.0,2.0,150000.0,3,1,3
245,4,,4,2,1,1,1,6.0,30000.0,1,3,5,4,5,3,4,2,2,4,5,,,,60000.0,2,2,3
246,5,1.0,4,2,1,1,1,6.0,35000.0,1,3,5,5,5,4,4,3,1,6,5,,,,90000.0,2,1,3
247,5,,4,1,1,1,1,10.0,104316.0,4,3,3,5,8,4,3,4,4,5,1,3.0,1.0,2.0,-1.0,3,1,3
248,4,1.0,4,1,1,1,1,12.0,0.0,2,5,4,4,1,2,4,3,2,5,1,8.0,2.0,4.0,-1.0,3,1,1
249,4,,4,1,1,1,1,11.0,130000.0,1,4,5,5,5,4,4,3,3,5,1,3.0,1.0,2.0,400000.0,3,1,4
250,4,,4,1,1,1,1,4.0,-3.0,1,5,5,3,1,2,5,2,4,6,1,3.0,1.0,2.0,-1.0,3,2,1
251,3,1.0,4,2,1,1,1,4.0,40000.0,1,4,5,4,5,1,5,1,2,5,5,,,,40000.0,3,1,3
252,4,1.0,4,1,1,1,1,12.0,40000.0,4,4,5,4,2,3,4,2,4,5,1,9.0,1.0,3.0,80000.0,2,2,3
253,4,,4,1,1,1,1,12.0,200000.0,4,4,5,5,5,1,4,4,4,6,1,3.0,1.0,2.0,400000.0,2,1,3
254,4,,4,1,1,1,1,4.0,7000.0,1,5,5,5,1,2,2,2,2,4,1,3.0,1.0,3.0,7000.0,2,1,3
255,4,,4,2,1,1,1,4.0,36000.0,1,3,5,5,4,1,4,3,4,6,5,,,,46000.0,2,2,3
256,5,,4,1,1,1,1,1.0,0.0,1,4,5,1,1,2,4,1,5,2,5,,,,50000.0,1,2,3
257,3,,4,2,1,1,4,10.0,50000.0,1,4,5,5,2,4,4,3,2,3,5,,,,50000.0,2,1,3
258,5,1.0,4,2,1,0,7,1.0,18000.0,1,4,5,3,2,5,5,3,4,5,5,,,,78000.0,3,2,7
259,5,,4,1,1,1,1,13.0,100000.0,4,5,4,3,2,3,4,3,2,5,1,3.0,1.0,3.0,200000.0,2,1,3
260,5,1.0,4,1,1,1,1,4.0,20000.0,1,3,1,1,2,1,4,1,4,4,5,,,,60000.0,2,2,6
261,4,,4,1,1,1,1,7.0,50000.0,1,4,5,5,1,4,4,3,3,6,1,2.0,1.0,1.0,50000.0,2,2,6
262,3,,4,1,1,1,1,12.0,100000.0,4,3,5,3,2,3,2,2,4,6,1,3.0,1.0,2.0,100000.0,3,2,1
263,4,1.0,4,1,1,1,1,13.0,100000.0,1,5,5,4,2,2,3,5,4,4,1,3.0,1.0,2.0,200000.0,3,2,3
264,4,,4,2,1,1,1,12.0,120000.0,4,4,3,4,5,2,3,3,2,7,1,3.0,1.0,2.0,500000.0,3,1,3
265,4,1.0,4,2,1,1,2,6.0,10000.0,1,5,4,5,1,4,4,2,4,3,1,4.0,1.0,3.0,30000.0,1,1,3
266,4,1.0,4,1,1,1,1,7.0,44000.0,4,3,5,5,4,2,4,1,2,5,5,,,,70000.0,3,2,3
267,5,,4,2,1,1,1,4.0,0.0,1,4,5,5,1,2,4,3,3,3,5,,,,70000.0,3,2,3
268,4,1.0,4,2,1,1,1,6.0,35000.0,1,3,5,5,2,2,2,2,2,3,5,,,,89000.0,2,2,3
269,5,,4,1,1,1,1,7.0,40000.0,4,5,5,5,2,4,4,3,4,1,5,,,,50000.0,2,2,3
270,5,2.0,4,2,1,1,1,4.0,0.0,2,4,5,5,1,1,4,1,4,5,5,,,,-1.0,3,1,3
271,5,,4,2,1,1,1,1.0,36000.0,1,3,3,5,5,2,5,1,3,4,5,,,,36000.0,3,2,7
272,4,,4,2,1,1,1,6.0,200000.0,1,4,5,5,2,2,4,1,4,2,1,2.0,1.0,2.0,200000.0,2,2,3
273,4,,4,1,1,1,1,4.0,100000.0,1,4,5,5,2,2,4,1,4,6,1,3.0,1.0,2.0,120000.0,4,1,3
274,4,1.0,4,2,1,1,1,13.0,190000.0,4,5,5,3,5,2,4,4,2,5,1,3.0,1.0,2.0,400000.0,3,2,1
275,4,,4,2,1,1,1,10.0,0.0,1,4,4,3,2,2,3,2,2,6,5,,,,-1.0,3,2,3
276,4,,4,2,1,1,1,12.0,100000.0,1,3,5,4,4,4,4,5,4,5,1,9.0,1.0,2.0,200000.0,3,2,3
277,3,,4,1,2,1,1,6.0,-1.0,1,4,4,5,2,3,5,1,3,5,5,,,,-3.0,3,2,3
278,3,,4,2,1,1,1,4.0,0.0,1,5,5,5,1,1,1,1,3,3,5,,,,120000.0,2,2,3
279,4,2.0,4,2,1,1,1,10.0,75000.0,1,3,4,4,1,3,4,2,1,4,1,3.0,1.0,3.0,150000.0,2,1,3
280,5,,4,2,1,1,1,1.0,36600.0,1,2,3,5,4,1,4,1,5,1,5,,,,156600.0,4,2,3
281,4,1.0,4,2,1,1,1,11.0,54000.0,1,3,4,4,4,4,5,3,3,5,1,3.0,1.0,2.0,200000.0,3,1,3
282,4,,4,2,1,1,1,6.0,40000.0,4,2,4,4,5,2,4,3,1,2,5,,,,60000.0,2,2,3
283,5,,4,1,1,1,1,7.0,40000.0,1,3,5,5,5,3,4,2,3,3,1,3.0,1.0,3.0,-1.0,2,2,1
284,4,1.0,4,2,1,1,1,13.0,9888888.0,1,5,4,3,2,2,2,1,4,5,1,3.0,1.0,2.0,9888888.0,4,1,3
285,4,,4,1,1,1,1,7.0,0.0,4,4,5,5,2,2,4,2,4,3,5,,,,48000.0,2,2,2
286,3,1.0,4,2,1,1,1,6.0,36000.0,1,3,3,2,2,1,5,4,1,1,5,,,,72000.0,1,2,7
287,4,1.0,4,1,4,0,3,9.0,60000.0,4,3,5,4,5,3,5,5,3,5,5,,,,80000.0,3,2,3
288,5,1.0,4,2,1,1,1,11.0,0.0,2,4,5,5,5,2,3,5,4,5,1,3.0,1.0,2.0,-3.0,2,1,3
289,4,,4,1,1,1,1,12.0,100000.0,2,4,5,5,2,3,3,3,4,5,1,3.0,1.0,3.0,-1.0,2,1,3
290,3,,4,1,1,1,1,12.0,-2.0,4,4,5,3,4,2,4,2,1,4,1,3.0,1.0,3.0,-3.0,2,2,3
291,5,,4,2,1,1,1,1.0,42000.0,1,3,3,3,2,1,5,1,3,4,5,,,,66000.0,3,2,3
292,4,,4,2,4,0,2,7.0,44000.0,1,4,5,2,7,2,4,2,4,5,5,,,,44400.0,3,2,7
293,4,,4,1,1,1,4,13.0,120000.0,4,5,5,4,2,2,4,4,2,4,1,9.0,1.0,2.0,240000.0,3,1,3
294,3,,4,2,1,1,1,4.0,2800.0,1,1,3,3,4,2,5,1,1,2,5,,,,43000.0,1,2,3
295,4,,4,1,1,1,1,6.0,3300.0,1,3,4,3,5,3,4,2,1,5,5,,,,100000.0,3,2,3
296,5,1.0,4,2,1,1,1,12.0,50000.0,1,5,5,5,4,3,4,3,4,5,1,3.0,1.0,2.0,100000.0,3,1,3
297,4,,4,1,4,0,1,4.0,28000.0,1,4,5,5,2,1,4,1,4,4,5,,,,-1.0,2,1,3
298,4,,4,1,1,1,1,9.0,60000.0,1,3,4,3,2,3,4,3,4,5,1,3.0,1.0,2.0,100000.0,3,1,3
299,4,,4,1,1,1,1,11.0,100000.0,1,4,5,5,1,1,4,4,4,2,1,8.0,2.0,4.0,200000.0,2,1,3
300,4,,4,2,1,1,1,4.0,100000.0,1,5,4,4,1,4,4,2,4,5,6,,,,200000.0,3,1,3
301,4,2.0,4,2,3,1,1,4.0,20000.0,1,4,5,5,1,2,4,1,3,4,3,,,,30000.0,2,2,3
302,4,1.0,4,1,3,1,3,12.0,200000.0,1,3,5,5,5,4,2,2,2,3,1,3.0,1.0,2.0,250000.0,3,1,3
303,4,,4,2,1,0,4,4.0,0.0,1,4,5,5,1,3,4,1,4,5,5,,,,150000.0,3,1,3
304,4,,4,1,1,1,3,13.0,120000.0,4,4,4,4,2,3,4,2,4,6,1,3.0,1.0,2.0,150000.0,3,1,3
305,5,,4,2,1,1,1,12.0,80000.0,1,3,4,3,2,4,4,2,3,1,1,3.0,1.0,3.0,200000.0,2,2,1
306,4,,4,1,1,1,1,12.0,40000.0,1,5,5,4,1,1,3,3,4,5,1,3.0,1.0,2.0,40000.0,3,2,1
307,4,,4,2,1,1,1,7.0,36000.0,1,3,5,4,5,2,3,5,2,6,5,,,,36000.0,3,2,7
308,4,1.0,4,2,1,0,4,11.0,40000.0,1,4,5,5,5,3,3,3,2,6,5,,,,200000.0,3,1,3
309,4,,4,1,1,1,1,9.0,50000.0,4,4,5,5,2,1,4,4,4,3,5,,,,50000.0,2,1,7
310,4,,4,1,1,1,1,3.0,30000.0,1,2,4,4,4,3,4,2,3,2,5,,,,50000.0,3,2,3
311,5,1.0,4,1,1,1,1,4.0,25000.0,1,2,5,5,1,2,3,1,2,3,1,3.0,1.0,3.0,75000.0,4,1,3
312,5,,4,1,1,1,1,4.0,36000.0,4,4,5,5,5,1,5,1,5,5,5,,,,75000.0,3,2,4
313,4,,4,2,1,0,2,7.0,21576.0,1,2,3,3,5,3,2,2,1,4,5,,,,21576.0,2,1,6
314,4,,4,2,2,1,1,13.0,200000.0,4,4,4,5,5,3,4,3,4,4,1,3.0,1.0,3.0,800000.0,4,1,3
315,4,,4,1,1,1,1,10.0,40000.0,1,4,3,4,5,2,3,2,4,8,1,3.0,1.0,3.0,70000.0,3,1,3
316,3,,4,1,3,1,1,6.0,66000.0,4,4,5,5,5,1,5,1,4,6,5,,,,66000.0,3,2,7
317,4,1.0,4,1,1,1,1,10.0,150000.0,1,4,5,4,2,2,3,2,2,5,1,3.0,1.0,3.0,300000.0,3,2,1
318,4,,4,2,1,0,1,11.0,120000.0,2,4,5,4,5,3,4,3,3,5,1,3.0,1.0,3.0,300000.0,3,1,1
319,4,2.0,4,2,1,1,1,4.0,36000.0,1,4,5,5,4,4,4,1,2,7,5,,,,-1.0,3,1,6
320,4,,4,1,1,1,1,6.0,30000.0,4,3,4,5,4,4,4,4,4,3,1,3.0,1.0,2.0,50000.0,2,2,3
321,5,1.0,4,2,1,1,1,10.0,480000.0,1,4,3,3,2,2,4,3,4,7,5,,,,100000.0,4,2,3
322,4,,4,2,1,1,1,9.0,40000.0,4,4,5,5,2,1,4,2,4,1,1,3.0,1.0,3.0,70000.0,2,2,3
323,5,,4,1,1,1,1,7.0,56000.0,4,3,5,4,2,2,4,2,2,6,5,,,,100000.0,3,2,3
324,2,,4,1,1,1,1,6.0,72000.0,1,4,5,3,2,2,5,2,1,3,1,3.0,1.0,3.0,140000.0,2,1,1
325,4,,4,1,1,1,1,9.0,90000.0,4,4,5,5,5,1,4,1,4,8,5,,,,150000.0,-1,1,3
326,4,,4,1,4,0,1,6.0,40000.0,1,4,4,5,2,3,2,3,2,3,5,,,,70000.0,2,2,3
327,5,1.0,4,2,1,1,1,4.0,30000.0,1,3,1,5,5,3,4,2,3,4,5,,,,60000.0,2,1,3
328,4,,4,1,1,1,1,13.0,300000.0,4,4,5,5,4,3,4,4,4,6,1,3.0,1.0,2.0,500000.0,3,1,3
329,4,,4,1,1,1,1,6.0,36000.0,4,4,5,5,2,2,2,2,4,1,5,,,,120000.0,3,1,3
330,4,,4,1,1,1,1,12.0,230000.0,1,3,5,3,2,1,4,4,2,6,1,3.0,1.0,2.0,500000.0,3,1,3
331,4,,4,2,2,1,1,12.0,120000.0,4,3,5,4,5,3,3,3,4,4,1,3.0,1.0,2.0,200000.0,3,1,3
332,2,1.0,4,2,1,1,1,4.0,30000.0,1,3,5,4,2,1,4,2,2,1,5,,,,60000.0,2,2,3
333,4,,4,2,1,1,1,6.0,20000.0,1,3,4,4,1,3,2,2,4,3,1,3.0,1.0,2.0,60000.0,3,2,3
334,4,1.0,4,2,4,1,2,9.0,65000.0,1,2,5,5,2,3,4,2,3,3,1,3.0,1.0,3.0,100000.0,1,1,1
335,4,,4,2,1,1,1,12.0,136400.0,2,5,4,2,5,3,5,2,2,6,1,3.0,1.0,2.0,300000.0,3,2,1
336,4,,4,1,1,1,1,12.0,300000.0,1,5,5,3,2,4,3,4,2,6,1,3.0,1.0,2.0,300000.0,4,1,3
337,4,,4,1,3,1,1,9.0,0.0,4,4,4,5,5,4,2,1,1,4,1,4.0,1.0,2.0,0.0,3,2,7
338,4,,4,2,4,0,1,3.0,36000.0,1,3,3,4,2,1,4,1,3,5,5,,,,140000.0,3,1,7
339,4,,4,1,1,0,3,13.0,130000.0,1,4,5,3,2,3,5,5,4,-1,1,3.0,1.0,2.0,130000.0,3,1,1
340,4,1.0,4,1,1,1,1,4.0,40000.0,1,2,4,4,2,3,4,3,4,5,5,,,,90000.0,1,2,3
341,5,,4,2,1,1,1,12.0,60000.0,1,5,5,5,1,2,4,4,5,4,1,3.0,1.0,3.0,120000.0,2,2,3
342,4,,4,1,1,1,1,4.0,-2.0,1,2,5,2,5,2,4,1,1,2,5,,,,-3.0,3,1,3
343,3,,4,1,3,1,1,10.0,200000.0,1,3,5,5,5,2,3,3,1,5,1,2.0,1.0,1.0,300000.0,3,1,6
344,4,1.0,4,2,1,1,1,6.0,50000.0,1,4,4,4,5,2,3,2,2,6,1,3.0,1.0,3.0,100000.0,3,1,3
345,5,1.0,4,2,1,1,1,12.0,66000.0,4,5,5,5,1,4,4,3,5,7,1,3.0,1.0,2.0,-1.0,4,1,1
346,4,2.0,4,1,1,1,1,4.0,35000.0,4,4,5,5,2,1,4,1,3,1,5,,,,50000.0,2,2,3
347,5,,4,2,1,1,1,1.0,36000.0,1,4,4,4,5,3,4,-1,4,5,5,,,,36000.0,3,1,7
348,5,,4,1,1,1,1,7.0,42000.0,1,3,5,5,2,2,5,3,4,3,5,,,,84000.0,2,1,3
349,4,1.0,4,2,3,1,1,7.0,100000.0,1,5,5,4,2,3,4,4,2,2,1,4.0,1.0,3.0,145000.0,3,2,3
350,4,,4,2,1,1,1,6.0,-1.0,1,3,4,5,5,2,3,1,4,5,5,,,,-1.0,-1,1,3
351,4,,4,2,1,1,1,12.0,100000.0,4,4,4,4,2,2,4,2,3,5,1,3.0,1.0,3.0,150000.0,3,1,1
352,4,,4,1,1,1,1,12.0,-2.0,4,5,5,5,5,3,4,4,2,5,1,3.0,1.0,2.0,-3.0,3,1,3
353,3,,4,2,1,1,1,10.0,80000.0,1,4,5,4,2,1,2,2,-2,5,1,4.0,1.0,3.0,300000.0,2,1,3
354,4,2.0,4,2,1,1,1,9.0,54000.0,4,4,5,5,5,4,3,4,2,5,5,,,,54000.0,2,2,7
355,3,1.0,4,1,1,1,1,12.0,110000.0,4,5,3,5,6,2,4,4,4,5,1,3.0,1.0,3.0,150000.0,2,1,3
356,4,,4,1,1,1,1,6.0,100000.0,1,5,3,4,1,2,3,4,3,6,1,2.0,1.0,2.0,100000.0,3,1,3
357,4,,4,2,1,1,1,6.0,52800.0,1,3,5,3,5,3,5,1,4,3,5,,,,170000.0,2,1,3
358,4,,4,1,4,0,4,6.0,40000.0,1,4,5,5,5,3,2,2,3,6,1,3.0,1.0,3.0,70000.0,2,2,3
359,2,,4,1,1,1,1,10.0,70000.0,1,4,3,3,2,3,2,2,2,4,5,,,,100000.0,3,2,3
360,4,,4,1,1,1,1,4.0,60000.0,4,3,5,5,4,2,4,2,3,5,5,,,,0.0,3,2,7
361,2,,4,1,1,1,1,4.0,30000.0,1,3,5,3,5,3,4,2,2,6,1,3.0,1.0,3.0,70000.0,2,2,3
362,4,1.0,4,2,1,1,1,4.0,10000.0,1,3,5,2,2,2,5,2,2,5,4,,,,30000.0,2,2,3
363,1,,4,1,1,1,1,12.0,0.0,1,1,1,1,4,1,4,4,1,1,5,,,,0.0,1,2,1
364,5,1.0,4,2,1,1,1,4.0,40000.0,1,4,3,3,5,2,5,2,2,3,5,,,,75000.0,2,1,3
365,4,1.0,4,2,1,1,1,12.0,100000.0,4,5,5,4,4,3,3,3,4,5,1,3.0,1.0,3.0,200000.0,3,1,3
366,4,-1.0,4,1,1,1,1,4.0,0.0,1,5,5,5,1,3,4,1,4,5,1,7.0,2.0,-1.0,120000.0,3,2,1
367,4,,4,1,1,1,1,6.0,35000.0,1,4,5,3,5,2,4,1,2,4,1,3.0,1.0,3.0,100000.0,3,1,3
368,4,,4,2,1,1,1,4.0,20000.0,1,4,5,5,1,5,5,3,3,5,4,,,,20000.0,3,2,3
369,3,,4,2,1,1,1,3.0,14000.0,1,3,2,3,1,1,5,1,5,2,1,3.0,1.0,3.0,-1.0,1,2,5
370,5,,4,2,1,1,1,12.0,80000.0,4,4,5,4,2,3,4,3,4,6,1,3.0,1.0,2.0,250000.0,3,1,3
371,4,1.0,4,1,1,1,1,12.0,80000.0,1,4,5,5,5,2,3,3,3,3,1,3.0,1.0,3.0,200000.0,2,2,1
372,5,,4,2,1,1,1,7.0,24000.0,1,4,5,3,2,3,4,3,4,6,5,,,,60000.0,2,1,3
373,4,,4,2,1,1,1,12.0,0.0,1,5,5,2,2,3,4,4,2,2,1,3.0,1.0,2.0,0.0,2,1,3
374,4,,4,1,3,1,1,13.0,-2.0,4,4,5,5,5,3,4,3,3,3,1,3.0,1.0,2.0,-3.0,3,1,3
375,4,,4,2,1,1,1,4.0,40000.0,1,4,5,5,5,5,5,4,2,6,5,,,,40000.0,3,2,6
376,4,,4,2,1,1,1,1.0,0.0,1,2,3,5,5,5,4,2,4,2,6,,,,30000.0,2,2,7
377,4,1.0,4,2,1,1,1,7.0,40000.0,1,3,4,5,5,1,5,2,4,3,5,,,,90000.0,3,1,3
378,4,,4,2,1,1,1,10.0,200000.0,1,5,4,4,4,2,4,3,3,5,1,3.0,1.0,2.0,500000.0,3,1,3
379,4,,4,1,1,1,1,13.0,150000.0,1,4,4,3,2,2,4,3,4,7,1,3.0,1.0,2.0,400000.0,3,2,3
380,5,,4,1,1,1,1,12.0,100000.0,4,5,5,4,2,2,4,4,4,5,1,1.0,2.0,1.0,800000.0,3,1,3
381,3,,4,2,1,1,1,6.0,0.0,1,1,2,2,5,4,4,4,1,4,5,,,,150000.0,2,2,3
382,4,,4,2,1,1,1,4.0,60000.0,1,5,5,5,1,2,2,2,3,5,1,3.0,1.0,3.0,-1.0,3,1,2
383,2,,4,1,1,1,1,4.0,50000.0,1,3,5,2,5,1,3,2,3,6,1,3.0,1.0,2.0,100000.0,3,1,3
384,5,,4,2,1,1,1,3.0,-1.0,1,5,5,5,1,1,5,1,-1,1,1,4.0,1.0,3.0,-1.0,1,2,3
385,5,1.0,4,1,1,1,1,11.0,100000.0,2,5,5,5,5,3,4,2,2,4,1,3.0,1.0,3.0,200000.0,3,1,3
386,4,1.0,4,1,1,0,1,10.0,84000.0,4,4,5,3,2,2,4,5,4,5,1,3.0,2.0,3.0,100000.0,3,2,7
387,4,1.0,4,1,4,1,1,10.0,70000.0,4,4,5,5,2,2,2,2,4,6,5,,,,150000.0,4,1,3
388,4,,4,1,1,1,1,7.0,42000.0,4,3,4,5,4,4,4,4,2,6,5,,,,220000.0,4,1,3
389,4,2.0,4,2,1,1,1,3.0,45600.0,1,3,5,5,1,4,2,1,4,5,1,3.0,2.0,3.0,54600.0,2,2,1
390,5,1.0,4,1,1,1,1,6.0,0.0,1,3,3,5,5,1,5,1,4,1,5,,,,30000.0,2,2,3
391,4,1.0,4,2,1,1,1,10.0,18000.0,1,4,5,4,1,2,4,3,4,6,1,1.0,1.0,4.0,-1.0,3,1,1
392,4,,4,2,1,1,1,3.0,36000.0,4,3,4,4,4,3,4,1,4,5,5,,,,86000.0,3,2,3
393,4,,4,1,1,1,1,6.0,60000.0,1,4,5,5,2,3,4,4,2,3,1,3.0,1.0,2.0,72000.0,2,1,4
394,4,,4,2,3,1,1,11.0,60000.0,1,4,3,4,1,2,5,2,2,1,1,3.0,1.0,3.0,600000.0,1,2,3
395,4,2.0,4,1,1,1,1,4.0,20000.0,1,3,5,5,4,5,5,1,4,4,4,,,,-3.0,2,1,3
396,4,,4,1,1,1,1,12.0,80000.0,4,3,1,4,2,3,4,3,3,5,1,9.0,1.0,2.0,80000.0,3,1,1
397,3,2.0,4,1,1,1,1,12.0,80000.0,1,4,5,1,2,2,3,3,3,3,1,3.0,1.0,3.0,100000.0,1,2,3
398,4,,4,2,1,1,1,7.0,40000.0,4,3,2,1,4,2,4,2,2,6,5,,,,11000.0,3,2,3
399,4,,4,1,1,1,1,6.0,50000.0,2,4,3,4,1,2,3,2,1,6,1,3.0,1.0,2.0,80000.0,2,2,3
400,3,2.0,4,1,4,0,2,8.0,36000.0,1,3,1,2,5,1,5,1,3,2,5,,,,36000.0,3,2,6
401,5,,4,2,1,1,1,11.0,72000.0,1,4,5,5,4,2,4,2,2,6,1,3.0,1.0,2.0,120000.0,3,1,3
402,4,1.0,4,2,1,1,1,9.0,67200.0,4,4,4,4,8,2,3,4,3,5,5,,,,96000.0,3,2,3
403,5,,4,1,1,1,1,12.0,60000.0,1,5,5,5,2,3,5,3,4,5,5,,,,100000.0,4,1,3
404,2,,4,2,1,1,1,12.0,120000.0,4,3,5,2,5,1,4,2,4,5,1,3.0,1.0,2.0,240000.0,3,1,3
405,4,1.0,4,2,1,1,1,7.0,0.0,4,2,5,3,5,1,5,3,2,4,5,,,,70000.0,2,2,3
406,5,2.0,4,2,1,1,1,10.0,0.0,1,3,4,3,1,2,4,2,4,1,5,,,,80000.0,1,1,3
407,1,2.0,4,1,1,1,1,3.0,20000.0,1,3,2,2,1,2,2,1,1,5,1,3.0,1.0,3.0,20000.0,1,2,3
408,5,1.0,4,1,1,1,1,9.0,-2.0,4,4,4,4,2,2,3,5,4,5,1,3.0,1.0,2.0,-3.0,3,1,3
409,5,1.0,4,1,1,1,1,4.0,30000.0,1,4,5,5,2,4,4,2,3,4,5,,,,80000.0,3,2,3
410,4,,4,2,1,1,1,12.0,108000.0,4,3,4,1,2,1,5,4,4,6,5,,,,-1.0,3,2,7
411,4,,4,2,1,1,1,13.0,200000.0,4,4,4,5,5,3,4,3,3,6,1,3.0,1.0,2.0,-1.0,3,1,3
412,3,,4,2,1,1,4,10.0,50400.0,1,4,5,4,5,1,3,3,2,5,1,3.0,1.0,3.0,102000.0,3,1,3
413,4,,4,1,1,1,1,5.0,100000.0,1,3,4,3,2,3,4,2,4,5,1,3.0,1.0,2.0,200000.0,3,2,2
414,4,,4,2,1,1,1,8.0,36000.0,1,3,5,5,5,2,4,2,3,5,5,,,,84000.0,3,2,3
415,3,2.0,4,2,1,1,1,4.0,9600.0,1,4,5,5,4,1,4,2,1,1,1,9.0,2.0,3.0,30000.0,2,2,3
416,4,,4,2,1,1,1,6.0,50000.0,1,3,4,5,5,1,4,3,3,2,1,3.0,1.0,2.0,50000.0,2,2,3
417,4,,4,2,1,1,1,4.0,36000.0,1,3,5,3,5,3,3,3,2,3,5,,,,84000.0,3,2,2
418,4,,4,2,1,1,1,4.0,29000.0,1,3,4,3,4,2,3,1,4,8,4,,,,57000.0,2,2,3
419,5,1.0,4,2,1,1,1,4.0,50000.0,1,5,5,5,2,4,4,3,3,5,1,1.0,1.0,1.0,300000.0,3,1,3
420,5,,4,1,1,1,1,4.0,31350.0,1,4,5,5,5,1,4,1,5,1,1,3.0,1.0,3.0,-1.0,4,2,1
