id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
156,5,2,16,47,79,16643,2,1953,1,1,1,3,0.0,1,120.0,155.0,115.0,1,1,1,1,2,5,1,3,5,60000.0,7,3,1,1,3,3,1,3,2
157,5,1,17,48,80,16645,1,1953,1,1,1,10,15000.0,4,117.0,170.0,130.0,4,5,5,4,1,4,2,4,5,20000.0,2,3,1,2,3,2,1,3,2
158,2,1,12,33,62,16649,2,1961,1,0,6,6,0.0,1,100.0,151.0,70.0,2,2,3,1,2,4,1,1,5,73913.19252285441,2,2,1,2,3,3,1,3,2
159,3,1,24,70,110,16655,1,1973,1,1,3,3,50000.0,1,14.58986,167.0,120.0,4,3,4,1,2,3,1,2,3,50000.0,1,2,1,2,7,3,3,3,2
160,3,2,31,86,129,16666,1,1962,1,1,1,4,11000.0,1,70.0,164.0,120.0,2,1,3,1,4,3,2,5,4,11000.0,2,2,1,2,3,3,3,4,3
161,4,2,24,71,111,16656,1,1970,1,1,1,4,36000.0,1,200.0,170.0,120.0,4,4,4,1,4,1,1,3,6,73913.19252285441,3,3,1,2,3,2,2,4,2
162,5,1,12,32,57,16684,2,1956,1,1,1,6,12000.0,1,95.0,150.0,100.0,3,5,5,1,4,4,1,4,5,300000.0,5,2,1,2,3,1,2,4,2
163,5,1,31,87,131,16666,1,1952,1,0,1,4,660.0,1,90.0,168.0,156.0,5,5,3,1,2,4,1,4,3,15000.0,3,2,1,2,3,2,2,4,2
164,5,2,18,54,88,16628,2,1951,1,1,1,1,1000.0,1,200.0,165.0,110.0,5,3,2,1,1,1,1,5,6,1000.0,7,3,1,2,3,2,2,5,1
165,4,1,4,7,16,16725,2,1982,1,1,1,13,60000.0,4,93.0,162.0,104.0,4,5,5,2,2,3,3,3,5,120000.0,4,3,1,1,3,2,2,3,3
166,4,1,10,27,50,16642,2,1987,1,1,1,1,35259.56261583267,1,120.0,160.0,110.0,3,4,4,1,4,4,2,4,3,73913.19252285441,3,3,1,1,3,2,2,4,2
167,4,1,12,32,56,16646,1,1974,1,1,1,6,40000.0,1,50.0,173.0,110.0,4,4,3,2,2,3,2,4,4,30000.0,4,2,1,2,3,3,2,2,2
168,4,1,22,66,106,16629,1,1970,1,1,1,1,20000.0,1,50.0,173.0,140.0,4,4,4,1,2,2,1,2,3,20000.0,3,3,0,2,3,2,2,4,2
169,4,1,10,25,47,16644,2,1980,1,1,1,6,15000.0,1,140.0,159.0,115.0,4,5,2,2,4,5,4,3,4,75000.0,3,3,2,2,3,2,2,3,2
170,4,2,22,66,105,16620,2,1951,1,1,1,3,20000.0,1,100.0,162.0,114.0,2,5,5,1,5,4,1,4,5,20000.0,6,3,2,2,3,3,2,4,2
171,2,2,2,4,11,16646,1,1968,1,1,1,3,6000.0,1,60.0,160.0,110.0,2,3,2,1,2,2,1,4,3,5000.0,2,2,1,2,7,3,2,3,3
172,2,2,9,23,45,16618,2,1977,1,1,1,1,10000.0,1,160.0,150.0,120.0,4,4,5,1,2,3,1,4,4,10000.0,3,3,1,2,2,3,2,3,3
173,4,1,12,33,62,16652,2,1970,1,0,6,3,0.0,1,120.0,150.0,120.0,3,3,3,1,2,3,1,4,5,73913.19252285441,1,3,1,2,3,2,1,3,2
174,5,1,30,85,128,16709,1,1937,1,0,4,4,37500.0,4,68.9,176.0,140.0,4,4,4,2,1,3,2,4,5,72600.0,3,3,1,2,3,2,2,5,1
175,3,2,21,64,101,16636,2,1964,1,1,3,1,20000.0,1,120.0,158.0,132.0,2,2,3,1,4,4,2,2,4,40000.0,3,3,1,2,3,3,1,3,3
176,4,2,4,7,22,16678,1,1988,1,0,1,3,40000.0,1,40.0,167.0,104.0,3,3,4,1,2,3,4,3,1,40000.0,3,2,1,2,3,2,1,4,2
177,3,2,18,52,85,16637,1,1963,1,1,1,4,8000.0,1,300.0,174.0,130.0,3,3,4,1,5,3,1,4,4,13000.0,3,2,1,2,3,3,1,3,2
178,4,1,11,29,52,16638,2,1989,1,1,1,13,0.0,4,24.0,165.0,110.0,5,4,5,5,3,4,4,3,4,73913.19252285441,3,2,0,2,1,2,1,3,2
179,4,2,21,64,100,16636,1,1950,1,1,1,3,20000.0,1,134.0,168.0,120.0,3,3,3,1,4,3,1,4,5,20000.0,1,3,1,2,4,2,2,4,2
180,5,1,30,85,128,16726,1,1991,1,1,2,12,800.0,2,115.0,180.0,145.0,4,3,4,2,3,3,3,4,4,60000.0,4,3,2,1,1,3,2,4,3
181,2,2,19,57,92,16635,1,1975,1,1,1,3,12500.0,1,444.1014000000002,170.0,130.0,4,3,3,2,4,2,1,2,1,30000.0,4,1,1,2,3,3,3,4,2
182,4,2,2,2,9,16639,2,1993,8,1,1,4,0.0,1,200.0,158.0,100.0,3,4,4,1,2,4,1,3,6,73913.19252285441,7,4,1,2,3,2,1,3,2
183,2,2,8,19,41,16649,1,1985,4,0,1,4,500.0,1,60.0,170.0,118.0,1,1,3,1,3,3,1,4,2,12000.0,2,2,1,2,3,3,2,3,3
184,4,2,31,89,134,16666,2,1963,1,1,1,3,0.0,1,60.0,158.0,95.0,4,4,5,1,2,3,1,4,7,30000.0,2,3,1,2,3,2,2,4,2
185,5,2,16,45,76,16643,1,1992,1,1,1,12,15000.0,2,115.0,174.0,114.0,2,5,3,1,2,3,3,4,5,130000.0,4,3,1,2,1,2,2,3,4
186,5,2,9,23,45,16618,2,1995,1,1,1,4,24000.0,1,320.0,163.0,102.0,5,5,5,1,2,3,1,2,5,100000.0,5,3,1,2,3,2,2,4,2
187,4,2,28,81,121,16648,1,1982,1,1,1,6,30000.0,1,180.0,168.0,100.0,4,3,4,1,2,3,1,3,4,60000.0,5,2,2,2,3,2,1,3,2
188,4,2,15,43,74,16631,2,1957,1,1,1,1,2000.0,1,200.0,160.0,125.0,4,4,4,1,4,2,1,4,5,100000.0,6,4,1,2,3,2,1,4,2
189,3,1,31,89,134,16692,1,1939,1,1,1,4,2000.0,1,60.0,165.0,110.0,2,3,2,1,2,4,1,4,2,4000.0,2,1,0,2,3,3,2,4,3
190,4,1,10,25,47,16643,2,1974,1,1,1,12,40000.0,1,110.0,158.0,110.0,4,4,4,2,2,3,3,4,5,100000.0,3,3,1,1,3,2,2,4,2
191,4,1,7,18,38,16662,1,1974,1,1,1,12,60000.0,4,70.0,165.0,160.0,4,5,5,2,3,4,3,4,6,80000.0,3,3,1,1,3,2,2,3,3
192,4,2,16,45,76,16640,1,1963,1,1,1,4,80000.0,1,100.0,175.0,70.0,4,4,4,1,3,3,2,4,6,100000.0,3,4,1,2,3,2,1,3,2
193,4,2,10,24,46,16643,2,1934,4,0,2,1,3000.0,1,100.0,150.0,120.0,5,4,4,1,3,4,1,5,4,3000.0,1,3,1,2,7,3,2,5,2
194,4,1,13,36,67,16680,2,1991,1,1,1,9,35259.56261583267,2,30.0,165.0,107.0,5,5,5,1,4,4,3,4,4,90000.0,3,3,2,2,1,1,1,4,1
195,4,2,23,68,108,16710,1,1964,1,1,1,3,1000.0,1,200.0,167.0,140.0,4,5,4,1,4,5,1,4,2,4000.0,3,1,1,2,3,3,1,4,2
196,2,2,29,84,127,16640,2,1970,1,1,1,3,6500.0,1,80.0,156.0,100.0,4,3,3,1,3,4,1,2,6,14000.0,2,4,1,2,3,3,1,5,3
197,5,1,19,57,91,16637,2,1927,1,0,9,3,24000.0,1,40.0,150.0,93.0,3,2,5,5,3,4,1,4,5,24000.0,1,3,1,2,7,2,2,3,2
198,4,1,1,1,6,16672,1,1947,1,1,1,6,42000.0,1,63.5,158.0,130.0,4,4,5,5,2,4,2,4,6,90000.0,1,4,1,2,3,2,2,4,2
199,5,1,19,57,93,16631,1,1987,1,1,1,3,20000.0,1,140.0,178.0,120.0,2,3,4,1,1,4,4,4,2,30000.0,7,1,0,2,3,2,1,4,2
200,4,1,27,80,120,16644,1,1962,1,1,1,6,5000.0,1,45.0,172.0,150.0,3,3,5,2,1,5,1,4,1,8000.0,2,2,0,2,3,2,3,3,2
201,3,2,31,88,133,16665,2,1958,1,1,1,4,3000.0,1,60.0,154.0,108.0,2,3,3,1,2,2,1,3,2,20000.0,4,2,1,2,3,2,1,3,2
202,4,1,1,1,5,16688,1,1972,1,1,1,10,50000.0,1,80.0,172.0,120.0,3,5,4,2,3,3,3,3,6,80000.0,3,3,1,2,3,2,2,3,3
203,4,2,9,20,42,16621,2,1989,1,1,1,4,60000.0,1,140.0,165.0,100.0,5,3,3,1,3,3,3,4,6,95000.0,2,3,1,2,3,3,3,4,2
204,2,1,31,87,130,16661,2,1958,1,1,1,3,0.0,1,30.0,156.0,110.0,1,1,3,1,2,4,1,3,1,73913.19252285441,2,1,0,2,3,3,3,4,3
205,3,2,13,37,68,16679,1,1953,1,1,1,4,500.0,1,240.0,160.0,150.0,3,2,2,1,2,4,1,2,5,25000.0,5,3,1,2,3,3,2,3,2
206,4,1,1,1,8,16686,1,1954,1,1,1,4,48000.0,4,14.58986,180.0,163.0,4,5,5,2,2,3,3,4,5,84000.0,2,3,0,2,3,3,2,3,3
207,5,2,8,19,41,16648,2,1958,4,0,8,1,20000.0,1,68.0,156.0,120.0,4,5,5,1,2,3,2,5,3,20000.0,2,3,0,2,3,2,1,3,2
208,2,1,13,37,68,16680,2,1978,1,1,1,3,0.0,1,109.0,153.0,122.0,2,3,3,1,3,3,5,2,3,73913.19252285441,3,2,1,2,3,3,3,3,2
209,4,2,5,9,25,16654,2,1963,1,1,1,3,10000.0,1,70.0,160.0,130.0,3,5,5,1,2,2,1,4,5,30000.0,4,3,1,2,3,2,1,4,2
210,4,1,9,23,45,16621,1,1942,1,1,1,3,1700.0,1,124.0,168.0,130.0,4,5,4,2,3,4,1,4,2,50000.0,4,3,1,2,3,2,2,4,3
211,4,1,5,8,24,16651,2,1957,1,0,1,6,20000.0,1,40.0,163.0,120.0,2,3,3,2,3,4,4,4,1,40000.0,2,2,1,2,3,3,1,2,2
212,4,1,6,15,31,16659,1,1969,1,1,1,6,120000.0,1,120.0,160.0,120.0,3,3,3,1,2,2,2,4,3,120000.0,2,3,1,2,3,2,2,4,2
213,4,1,31,86,129,16667,2,1968,1,1,1,3,30000.0,1,55.0,152.0,110.0,4,5,5,1,2,1,1,4,3,50000.0,2,3,1,2,3,2,1,3,2
214,3,1,13,37,68,16687,1,1985,1,1,1,3,35259.56261583267,1,110.0,171.0,120.0,5,5,3,1,2,4,1,3,3,73913.19252285441,2,2,1,1,1,3,2,3,3
215,4,2,26,74,114,16655,2,1958,1,1,1,3,35259.56261583267,1,160.0,155.0,90.0,4,5,5,1,4,3,1,1,3,5000.0,3,3,1,2,3,2,2,3,3
216,5,1,24,71,111,16657,1,1977,1,0,3,12,60000.0,1,100.0,165.0,100.0,5,5,3,2,2,3,1,4,3,200000.0,1,4,3,2,3,3,2,5,2
217,3,2,18,52,85,16637,2,1990,1,1,1,3,5000.0,1,100.0,147.0,80.0,4,4,4,1,3,4,1,2,4,20000.0,5,2,1,2,3,3,3,4,2
218,5,1,6,16,32,16658,1,1973,1,1,1,4,25000.0,1,90.0,168.0,130.0,4,4,4,4,2,2,2,4,4,60000.0,4,3,1,2,3,2,3,4,3
219,3,1,1,1,5,16688,2,1975,1,1,1,6,25000.0,1,27.0,156.0,115.0,4,4,4,2,3,3,3,1,6,60000.0,3,2,1,2,3,3,3,4,3
220,4,1,7,18,39,16658,2,1966,1,1,1,4,14000.0,1,70.0,165.0,150.0,4,5,5,4,2,2,1,2,5,54800.0,2,2,2,2,3,2,2,4,3
221,5,1,21,61,97,16634,1,1954,1,1,1,6,20000.0,1,200.0,170.0,158.0,2,4,5,5,3,3,3,4,5,100000.0,2,4,3,1,3,2,2,4,1
222,4,2,10,28,51,16644,1,1957,1,1,1,6,20000.0,1,110.0,180.0,158.0,4,5,4,1,3,3,3,4,5,60000.0,2,3,1,2,3,2,1,3,2
223,4,2,9,21,43,16621,2,1971,1,1,1,1,35259.56261583267,1,100.0,155.0,106.0,2,3,2,1,3,2,1,2,5,10000.0,5,3,1,2,3,2,2,3,3
224,4,2,2,5,12,16654,1,1991,8,1,1,4,4000.0,1,120.0,170.0,120.0,4,4,4,1,4,4,1,4,3,4000.0,1,2,1,2,1,3,2,4,2
225,4,1,26,75,115,16654,1,1955,1,1,1,3,24000.0,1,80.0,170.0,110.0,4,3,3,1,3,3,3,2,5,72000.0,2,3,2,2,3,2,1,2,2
226,4,1,31,86,129,16667,2,1948,1,1,1,4,12000.0,1,60.0,155.0,140.0,4,5,4,2,1,5,1,4,5,73913.19252285441,2,3,1,2,3,2,2,3,2
227,4,2,2,5,12,16656,2,1953,1,0,4,1,35259.56261583267,1,120.0,160.0,90.0,4,4,5,1,3,4,1,4,3,73913.19252285441,3,3,1,2,3,2,2,4,2
228,4,1,21,63,99,16636,2,1953,1,1,1,3,17000.0,1,67.0,167.0,130.0,2,2,3,4,2,2,2,4,3,57000.0,2,2,1,2,3,2,2,3,2
229,4,2,29,82,124,16638,1,1960,1,1,1,4,10000.0,1,40.0,161.0,100.0,2,2,3,1,2,3,1,4,2,20000.0,5,2,1,2,3,3,1,3,2
230,4,1,1,1,4,16685,1,1960,1,1,1,10,120000.0,1,107.0,178.0,180.0,3,5,5,2,4,4,4,4,7,150000.0,5,3,1,2,3,2,2,4,2
231,4,1,11,31,54,16636,1,1993,1,1,1,12,2000.0,2,230.0,182.0,145.0,5,4,3,1,2,3,4,4,3,40000.0,4,3,1,2,1,2,1,3,2
232,4,1,12,32,58,16679,2,1979,1,1,1,7,90000.0,1,56.0,157.0,108.0,4,5,5,5,3,5,2,4,6,130000.0,4,3,2,2,3,2,2,3,2
233,5,1,1,1,4,16678,1,1949,1,1,1,4,37200.0,1,52.7,174.0,144.0,5,5,5,2,3,3,1,4,5,66000.0,2,3,0,2,3,2,2,3,3
234,5,2,8,19,41,16649,1,1964,4,0,1,4,10000.0,1,130.0,175.0,180.0,2,3,5,1,2,4,3,4,1,12000.0,2,2,1,2,3,3,3,3,2
235,3,2,29,84,127,16640,2,1987,1,1,1,4,20000.0,1,25.0,163.0,114.0,5,5,4,1,2,2,3,4,2,40000.0,2,2,1,2,3,3,1,4,2
236,4,2,10,28,51,16643,1,1958,1,1,1,4,20000.0,4,50.0,179.0,170.0,4,5,4,1,3,3,4,2,3,40000.0,2,2,2,2,3,2,2,3,3
237,5,1,31,88,133,16667,1,1997,1,1,1,6,0.0,2,63.0,182.0,155.0,5,5,3,2,3,3,3,2,3,44400.0,3,2,1,2,1,2,2,3,2
238,5,1,10,24,46,16642,2,1996,1,1,1,7,10000.0,1,100.0,160.0,110.0,4,5,5,1,4,4,4,1,6,10000.0,2,3,0,2,1,2,2,4,2
239,2,2,10,24,46,16641,1,1956,1,1,1,4,8000.0,4,150.0,173.0,140.0,3,2,2,5,2,4,3,4,2,8000.0,2,2,1,2,3,3,1,4,2
240,4,1,28,81,123,16648,2,1982,1,1,1,4,24000.0,1,130.0,160.0,110.0,4,5,5,4,1,4,1,4,5,73913.19252285441,3,3,0,2,3,2,1,4,2
241,4,2,18,52,85,16637,1,1973,1,1,1,4,10000.0,1,200.0,173.0,140.0,5,5,4,1,3,3,1,4,3,20000.0,2,3,1,2,3,2,2,4,2
242,4,1,22,65,104,16621,2,1938,1,1,1,2,1900.0,1,60.0,155.0,148.0,3,3,5,2,2,4,1,2,5,1900.0,1,3,1,2,7,2,2,3,2
243,4,1,15,39,70,16628,1,1990,1,1,1,10,60000.0,2,200.0,172.0,125.0,4,4,4,1,4,3,3,4,5,180000.0,4,3,1,1,1,2,2,3,2
244,4,2,19,56,90,16632,1,1970,1,1,1,4,20000.0,1,80.0,166.0,140.0,3,5,5,1,3,3,2,4,4,40000.0,3,2,1,2,3,2,2,5,3
245,3,2,28,81,122,16647,1,1976,1,1,2,3,10000.0,1,240.0,162.0,140.0,3,3,4,1,3,2,1,2,5,23000.0,4,3,2,2,3,2,1,3,3
246,3,1,12,32,58,16679,1,1964,1,1,4,6,35259.56261583267,1,50.0,173.0,79.0,3,4,4,5,2,3,1,2,3,60000.0,3,2,0,2,3,2,1,3,4
247,5,1,1,1,4,16679,2,1952,1,1,1,10,69600.0,4,68.3,165.0,110.0,3,3,5,2,3,1,1,3,5,40800.0,2,3,1,2,3,2,2,3,2
248,4,1,24,70,110,16653,2,1938,1,0,1,3,6000.0,1,53.0,158.0,100.0,2,5,5,2,5,5,1,3,2,6000.0,1,2,1,2,7,3,2,4,3
249,4,2,26,74,114,16654,1,1972,1,1,3,1,4000.0,1,80.0,150.0,87.0,5,4,5,1,1,2,1,2,2,4000.0,2,2,1,2,6,3,2,3,2
250,5,1,11,30,53,16637,2,1988,1,1,1,10,24000.0,2,100.0,164.0,120.0,4,4,4,2,3,3,5,4,5,70000.0,4,4,1,2,3,2,1,4,2
251,4,1,10,26,48,16644,2,1954,1,1,1,6,2000.0,1,67.0,155.0,120.0,5,4,4,2,5,5,3,4,6,15000.0,2,3,1,2,4,3,1,4,2
252,4,1,30,85,128,16710,1,1981,1,1,1,4,25000.0,1,97.0,172.0,160.0,3,5,5,2,2,2,2,1,7,25000.0,4,2,1,2,3,3,2,5,2
253,4,2,18,54,88,16629,1,1935,1,1,1,3,700.0,1,75.0,165.0,100.0,4,4,5,1,2,3,2,4,5,1000.0,2,2,1,2,3,2,2,4,2
254,5,2,8,19,41,16648,1,1975,4,0,4,3,20000.0,1,154.0,175.0,130.0,5,5,4,4,4,2,1,5,10,40000.0,5,4,1,2,3,2,1,4,2
255,4,1,15,39,70,16627,1,1951,1,1,1,4,38000.0,1,54.0,172.0,160.0,3,4,4,5,3,2,2,4,5,78000.0,2,3,1,2,3,2,2,4,2
256,4,1,1,1,8,16673,2,1954,1,0,4,4,36000.0,1,98.0,157.0,117.0,4,4,4,2,3,4,3,3,6,80000.0,2,3,2,2,3,2,3,3,2
257,4,2,29,82,124,16640,1,1956,1,1,1,1,7000.0,1,70.0,178.0,145.0,3,3,4,1,3,2,1,3,3,14000.0,2,3,1,2,3,3,2,4,2
258,3,1,16,46,78,16644,2,1980,1,1,1,4,11000.0,1,17.0,156.0,120.0,3,3,3,1,2,3,3,4,3,80000.0,1,2,1,2,3,3,2,4,3
259,4,1,12,32,55,16687,1,1994,1,0,8,12,24000.0,4,80.0,176.0,160.0,4,5,5,8,3,4,4,4,2,240000.0,1,3,0,2,1,2,1,4,2
260,4,2,22,66,106,16626,2,1954,1,1,1,1,10000.0,1,300.0,150.0,120.0,4,4,4,1,4,2,1,4,5,20000.0,3,3,1,2,3,3,2,3,2
261,4,2,29,82,124,16637,1,1991,1,1,1,9,10000.0,2,120.0,177.0,120.0,4,5,5,1,3,3,4,3,4,30000.0,3,2,1,2,1,3,2,4,2
262,4,1,10,26,48,16645,1,1970,1,1,1,13,60000.0,4,70.0,175.0,150.0,4,4,4,2,3,3,4,4,5,100000.0,3,4,2,1,3,1,3,4,3
263,4,1,22,67,107,16624,2,1996,1,1,3,12,0.0,2,130.0,168.0,110.0,4,4,3,2,2,3,3,2,6,200000.0,3,4,1,2,1,2,1,3,2
264,3,1,12,32,58,16673,1,1973,1,1,1,3,0.0,1,57.0,160.0,115.0,3,1,1,5,3,4,1,2,1,30000.0,6,2,1,1,3,3,2,4,2
265,3,1,30,85,128,16710,2,1956,5,0,1,3,0.0,1,60.0,165.0,130.0,4,4,3,2,3,4,2,2,3,50000.0,5,2,2,1,3,3,2,1,2
266,2,2,28,81,121,16648,2,1949,1,1,1,1,10000.0,1,300.0,155.0,80.0,2,3,3,1,2,2,1,4,2,20000.0,2,2,1,2,3,2,2,3,2
267,5,1,27,77,117,16635,2,1975,1,1,1,4,40000.0,1,62.0,159.0,102.0,4,5,5,1,2,5,2,4,5,500000.0,2,3,1,2,3,2,2,5,2
268,4,1,13,35,65,16701,1,1955,6,1,1,3,10000.0,1,200.0,168.0,115.0,4,4,4,1,3,4,1,4,4,15000.0,4,2,1,2,3,3,2,3,2
269,4,1,4,7,18,16712,1,1939,1,1,1,4,42000.0,1,40.0,164.0,114.0,3,3,4,4,2,5,5,2,4,42000.0,2,3,1,2,3,2,1,4,2
270,4,1,16,47,79,16640,2,1986,1,1,1,4,0.0,1,97.0,157.0,105.0,4,4,4,1,4,4,1,2,4,30000.0,5,3,1,2,3,2,2,3,2
271,4,1,27,79,119,16638,2,1943,1,1,1,3,6060.0,1,56.0,158.0,120.0,5,5,5,2,1,4,1,4,1,6060.0,1,2,1,2,7,3,2,3,2
272,3,1,6,14,30,16654,1,1972,1,1,1,3,5000.0,1,200.0,165.0,120.0,4,4,3,1,4,3,1,3,5,10000.0,4,3,2,2,3,2,1,5,3
273,5,1,11,29,52,16633,1,1966,1,1,1,6,10000.0,1,105.0,174.0,135.0,2,5,4,5,2,3,3,3,5,20000.0,3,3,0,1,3,2,1,4,2
274,5,1,4,7,20,16714,2,1981,2,1,1,7,0.0,1,60.0,164.0,90.0,4,5,5,2,2,3,4,4,4,80000.0,3,2,1,2,3,3,1,4,2
275,4,2,10,25,47,16645,2,1992,1,1,1,11,0.0,2,200.0,165.0,96.0,3,4,4,1,3,3,3,2,5,70000.0,3,2,1,2,1,2,2,4,2
276,5,2,5,10,26,16647,2,1997,1,1,1,4,10000.0,1,60.0,163.0,104.0,5,4,4,1,2,2,2,4,4,30000.0,3,2,1,2,1,3,2,3,2
277,4,1,19,57,91,16632,2,1986,1,1,1,10,50000.0,1,50.0,163.0,98.0,4,4,3,5,3,4,4,3,5,50000.0,1,3,1,2,1,2,2,4,3
278,5,1,16,44,75,16640,2,1993,1,1,1,12,5000.0,2,100.0,165.0,106.0,4,5,5,5,1,4,3,1,7,5000.0,1,3,0,2,1,2,1,4,4
279,4,2,9,22,44,16620,2,1962,1,1,1,1,1500.0,1,220.0,167.0,180.0,3,3,3,1,2,3,2,2,3,10000.0,2,3,2,2,3,2,2,4,2
280,4,1,18,51,84,16643,2,1939,1,1,1,2,30000.0,1,90.0,158.0,108.0,4,4,4,2,4,4,1,4,5,30000.0,2,3,1,2,7,2,1,4,2
281,4,1,7,18,39,16658,2,1959,1,1,1,6,31200.0,1,70.0,155.0,100.0,5,5,5,2,2,3,1,4,6,31200.0,2,3,1,1,3,2,2,4,2
282,4,1,12,32,60,16651,1,1993,1,1,1,12,0.0,2,180.0,174.0,112.0,4,4,4,4,3,2,4,3,5,100000.0,3,3,2,1,1,2,2,4,2
283,2,2,13,36,66,16701,2,1970,8,0,1,1,3000.0,1,180.0,150.0,80.0,3,4,4,1,1,4,1,4,3,13000.0,4,2,1,2,3,3,1,4,2
284,5,1,4,7,21,16711,1,1941,1,1,1,7,43000.0,1,36.0,165.0,145.0,4,5,5,2,3,5,4,4,6,73913.19252285441,4,3,3,1,7,2,1,5,1
285,4,1,21,64,101,16632,1,1970,1,1,1,4,20000.0,1,120.0,168.0,164.0,3,4,3,4,4,4,2,2,4,20000.0,3,2,1,1,3,2,2,4,2
286,4,1,1,1,8,16684,1,1960,1,1,2,6,26400.0,1,27.0,175.0,145.0,4,4,4,2,3,3,3,4,5,70000.0,2,3,2,2,3,3,2,3,3
287,4,1,26,76,116,16709,1,1970,1,1,1,5,100000.0,1,90.0,170.0,150.0,4,4,4,1,2,2,2,4,5,150000.0,1,3,1,2,3,2,1,4,3
288,5,2,16,45,76,16643,2,1960,1,1,1,1,3000.0,1,100.0,155.0,90.0,5,4,4,1,5,3,1,4,1,6000.0,3,2,1,2,3,3,2,4,3
289,4,2,22,66,106,16625,2,1976,1,1,1,3,30000.0,1,200.0,165.0,140.0,4,4,4,1,4,3,2,2,4,50000.0,4,3,1,2,3,2,2,4,2
290,4,1,16,46,78,16648,2,1943,1,1,4,3,0.0,1,150.0,165.0,84.0,4,4,4,1,4,3,2,4,6,90000.0,5,3,1,2,7,2,2,4,3
291,4,1,19,57,93,16635,2,1951,1,0,8,4,36000.0,1,77.0,167.0,160.0,3,3,3,5,4,5,4,2,6,96000.0,2,3,0,2,3,2,2,4,3
292,4,2,10,27,50,16645,1,1987,1,1,1,6,50000.0,1,150.0,177.0,180.0,4,4,4,1,5,3,2,1,8,80000.0,3,3,1,2,3,2,1,4,2
293,3,1,16,46,77,16644,1,1969,1,1,1,3,60000.0,1,90.0,165.0,110.0,5,4,4,1,3,2,2,3,3,100000.0,4,2,1,2,3,2,1,4,2
294,4,2,22,66,106,16628,2,1995,1,1,1,9,20000.0,2,240.0,160.0,100.0,3,5,4,1,2,4,2,3,6,100000.0,4,3,1,2,3,2,2,3,2
295,4,1,6,12,28,16646,1,1933,1,1,1,1,30000.0,1,143.0,169.0,120.0,4,5,5,2,4,3,1,4,7,60000.0,2,4,0,2,3,1,2,4,2
296,4,2,13,36,66,16699,2,1964,6,1,1,4,2000.0,1,200.0,150.0,90.0,2,3,5,1,3,4,1,4,6,10000.0,3,4,1,2,3,2,1,5,2
297,4,1,29,82,125,16637,1,1982,1,1,1,3,30000.0,1,30.0,165.0,130.0,5,5,4,1,2,2,2,2,5,30000.0,4,2,0,2,3,3,2,5,2
298,4,2,2,5,12,16654,1,1969,8,1,1,1,1000.0,1,30.0,150.0,84.0,2,3,3,1,3,2,1,4,2,5000.0,2,1,1,2,7,3,1,4,3
299,4,1,27,80,120,16644,2,1950,1,1,1,1,0.0,1,98.4,153.0,90.0,3,4,3,1,1,3,1,4,3,73913.19252285441,3,2,1,1,7,2,1,4,2
300,4,1,12,32,59,16651,1,1954,1,0,1,6,20000.0,1,14.58986,175.0,170.0,4,5,4,5,2,1,1,2,4,80000.0,3,3,1,2,3,3,2,4,3
301,3,1,6,13,29,16652,2,1948,1,1,1,4,10000.0,1,120.0,150.0,90.0,4,3,3,1,3,3,3,4,4,25000.0,2,3,1,2,3,2,2,3,2
302,3,1,12,32,59,16655,2,1983,1,0,1,4,30000.0,1,50.0,158.0,100.0,4,4,4,1,2,3,2,2,3,60000.0,2,2,1,2,3,2,2,3,2
303,4,1,19,57,93,16630,1,1972,1,1,1,6,30000.0,1,80.0,170.0,124.0,3,4,5,4,4,2,4,4,5,50000.0,3,2,3,2,3,2,2,4,2
304,5,1,16,45,76,16642,2,1996,1,1,1,6,20000.0,2,100.0,162.0,110.0,5,5,5,2,3,3,2,4,5,50000.0,4,3,1,1,2,2,2,4,2
305,5,1,16,46,77,16642,2,1987,1,1,1,3,50000.0,1,120.0,165.0,110.0,2,3,4,1,4,4,4,1,5,50000.0,7,2,1,2,3,3,1,4,2
306,5,2,17,48,81,16646,1,1956,1,1,1,4,40000.0,1,240.0,165.0,130.0,5,5,5,1,2,1,1,3,4,40000.0,2,3,1,2,3,2,2,4,2
307,4,1,5,8,24,16651,1,1995,1,1,1,12,0.0,2,70.0,173.0,110.0,5,5,5,4,4,4,4,4,4,100000.0,3,3,1,2,1,2,2,5,2
308,5,1,4,7,21,16701,2,1977,1,1,3,12,80000.0,1,60.0,165.0,110.0,2,3,2,2,2,3,4,4,6,300000.0,3,4,1,1,4,1,1,3,2
309,5,2,10,24,46,16644,2,1953,4,0,7,1,24000.0,1,150.0,160.0,150.0,4,4,5,2,3,4,1,4,5,50000.0,2,4,1,2,3,2,1,4,2
310,4,2,9,21,43,16622,2,1976,1,1,1,4,0.0,1,170.0,157.0,120.0,3,4,4,1,5,4,1,4,6,20000.0,3,3,1,2,3,2,3,4,2
311,3,2,6,14,30,16653,2,1944,1,1,1,2,35259.56261583267,1,120.0,150.0,100.0,2,3,3,1,3,2,1,3,5,73913.19252285441,1,2,1,2,3,2,1,5,2
312,4,1,27,80,120,16645,2,1975,1,1,1,6,0.0,1,90.0,164.0,115.0,4,5,5,2,4,4,2,4,5,50000.0,3,2,1,2,3,3,2,3,3
